"STATION","NAME","DATE","AWND","PGTM","PRCP","PSUN","SN32","SNOW","SNWD","SX32","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT18"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-01","2.91",,"0.00",,,"0.0","0.0",,"48","60","39",,"  150","  150",,"8.9","10.1","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-02","2.68",,"0.00",,,"0.0","0.0",,"48","56","39",,"  150","  180",,"6.9","8.9","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-03","3.80",,"0.00",,,"0.0","0.0",,"49","67","39",,"   90","   80",,"8.9","11.0","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-04","5.82",,"0.00",,,"0.0","0.0",,"53","65","42",,"  320","  250",,"12.1","15.0","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-05","6.49",,"0.00",,,"0.0","0.0",,"49","59","41",,"  310","  320",,"16.1","19.0","    1","    1",,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-06","2.24",,"0.00",,,"0.0","0.0",,"47","53","39",,"  160","  170",,"8.9","11.0","    1","    1",,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-07","3.58",,"0.00",,,"0.0","0.0",,"42","46","36",,"  330","  330",,"10.1","13.0","    1","    1",,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-08","4.47",,"0.02",,,"0.0","0.0",,"44","47","43",,"  340","  310",,"10.1","11.0","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-09","5.14",,"0.20",,,"0.0","0.0",,"45","52","42",,"  300","  290",,"15.0","18.1","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-10","3.13",,"0.00",,,"0.0","0.0",,"47","54","41",,"  170","  150",,"8.9","11.0","    1","    1",,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-11","3.36",,"0.00",,,"0.0","0.0",,"45","57","36",,"  330","  340",,"14.1","16.1","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-12","3.13",,"0.00",,,"0.0","0.0",,"45","54","36",,"  300","  310",,"12.1","13.0","    1","    1",,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-13","2.01",,"0.00",,,"0.0","0.0",,"42","55","33",,"   60","   70",,"6.9","8.1","    1","    1",,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-14","4.47",,"0.00",,,"0.0","0.0",,"45","54","37",,"  290","  310",,"12.1","15.0","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-15","3.36",,"0.00",,,"0.0","0.0",,"45","56","33",,"  120","  130",,"8.9","10.1","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-16","8.50",,"0.43",,,"0.0","0.0",,"49","60","41",,"  280","  290",,"25.9","32.0","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-17","3.80",,"0.00",,,"0.0","0.0",,"44","51","36",,"  290","  200",,"8.1","13.0","    1",,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-18","3.80",,"0.00",,,"0.0","0.0",,"42","49","37",,"  310","  310",,"10.1","11.0","    1","    1",,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-19","2.68",,"0.00",,,"0.0","0.0",,"44","50","42",,"  270","  270",,"10.1","13.0","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-20","3.80",,"0.00",,,"0.0","0.0",,"46","54","42",,"  180","  180",,"18.1","23.0","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-21","2.68",,"0.00",,,"0.0","0.0",,"52","61","45",,"  170","  130",,"6.9","10.1","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-22","3.36",,"0.00",,,"0.0","0.0",,"56","62","47",,"  300","  330",,"13.0","15.0","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-23","2.01",,"0.00",,,"0.0","0.0",,"50","64","43",,"  230","  250",,"8.1","11.0","    1","    1",,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-24","2.91",,"0.00",,,"0.0","0.0",,"53","59","45",,"  100","   80",,"8.1","13.0","    1","    1",,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-25","1.79",,"0.00",,,"0.0","0.0",,"54","62","49",,"  150","  150",,"8.1","10.1","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-26","6.26",,"0.01",,,"0.0","0.0",,"55","64","49",,"  310","  310",,"21.0","23.9","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-27","3.80",,"0.00",,,"0.0","0.0",,"51","58","43",,"  290","  110",,"10.1","13.0","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-28","3.58",,"0.00",,,"0.0","0.0",,"51","62","42",,"  320","  320",,"15.0","19.0","    1",,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-29","4.25",,"0.00",,,"0.0","0.0",,"51","54","44",,"  320","  320",,"13.0","16.1","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-30","1.79",,"0.00",,,"0.0","0.0",,"49","62","41",,"  320","  320",,"8.1","11.0","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-31","2.24",,"0.00",,,"0.0","0.0",,"52","66","41",,"  110",,,"6.9",,"    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-01","2.24",,"0.00",,,"0.0","0.0",,"53","69","40",,"  300","  310",,"8.1","10.1","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-02","8.50",,"0.00",,,"0.0","0.0",,"53","64","41",,"  320","  320",,"25.1","32.0","    1","    1",,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-03","9.62",,"0.00",,,"0.0","0.0",,"44","55","35",,"  310","  320",,"19.9","23.9",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-04","3.13",,"0.00",,,"0.0","0.0",,"42","54","31",,"  320","  280",,"8.1","10.1",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-05","2.68",,"0.00",,,"0.0","0.0",,"44","56","34",,"  160","  170",,"8.1","12.1",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-06","1.12",,"0.00",,,"0.0","0.0",,"47","64","36",,"  270","   60",,"6.9","8.1",,,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-07","1.79",,"0.00",,,"0.0","0.0",,"51","67","37",,"  310","  300",,"6.9","8.9",,,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-08","3.58",,"0.00",,,"0.0","0.0",,"53","69","40",,"  330","  330",,"18.1","21.9",,,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-09","4.47",,"0.00",,,"0.0","0.0",,"51","59","37",,"  180","  160",,"12.1","14.1","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-10","3.80",,"0.00",,,"0.0","0.0",,"47","62","35",,"  150","  190",,"8.9","13.0",,,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-11","1.57",,"0.00",,,"0.0","0.0",,"51","66","38",,"   90","   90",,"6.9","11.0",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-12","2.01",,"0.00",,,"0.0","0.0",,"53","69","39",,"  170","  210",,"8.9","12.1",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-13","2.91",,"0.00",,,"0.0","0.0",,"55","72","41",,"  310","   30",,"8.1","12.1",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-14","3.13",,"0.00",,,"0.0","0.0",,"55","69","41",,"  330","  330",,"8.9","11.0",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-15","1.12",,"0.00",,,"0.0","0.0",,"55","70","42",,"  320","  140",,"8.1","11.0",,,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-16","4.47",,"0.00",,,"0.0","0.0",,"57","71","44",,"  330","  330",,"15.0","17.0",,,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-17","3.13",,"0.00",,,"0.0","0.0",,"55","66","42",,"  310","  170",,"10.1","13.0",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-18","4.03",,"0.00",,,"0.0","0.0",,"56","69","46",,"  140","  140",,"10.1","13.0",,,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-19","2.01",,"0.00",,,"0.0","0.0",,"55","71","42",,"  220","  230",,"8.1","10.1",,,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-20","3.13",,"0.00",,,"0.0","0.0",,"57","75","42",,"  310","  310",,"8.9","12.1",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-21","4.03",,"0.00",,,"0.0","0.0",,"58","70","44",,"  120","  360",,"13.0","15.0",,,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-22","6.71",,"0.00",,,"0.0","0.0",,"62","65","50",,"  140","  140",,"17.0","19.0",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-23","4.03",,"0.00",,,"0.0","0.0",,"55","67","45",,"  320","  320",,"13.0","15.0",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-24","2.91",,"0.00",,,"0.0","0.0",,"56","68","45",,"  170","  170",,"8.9","12.1",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-25","3.13",,"0.00",,,"0.0","0.0",,"58","73","47",,"  160","  180",,"8.9","13.0",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-26","3.58",,"0.00",,,"0.0","0.0",,"62","80","47",,"  310","  310",,"14.1","16.1",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-27","2.68",,"0.00",,,"0.0","0.0",,"63","78","47",,"   40","  150",,"6.9","10.1",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-28","2.91",,"0.00",,,"0.0","0.0",,"65","83","51",,"  190","  200",,"12.1","15.0",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-29","7.83",,"0.00",,,"0.0","0.0",,"66","77","52",,"  320","  310",,"25.1","31.1",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-01","8.28",,"0.00",,,"0.0","0.0",,"57","61","45",,"  300","  320",,"18.1","23.9",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-02","2.91",,"0.00",,,"0.0","0.0",,"49","65","38",,"  320","  340",,"10.1","14.1",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-03","3.80",,"0.00",,,"0.0","0.0",,"56","73","44",,"   70","   90",,"8.1","10.1",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-04","2.46",,"0.00",,,"0.0","0.0",,"60","79","46",,"  240","  280",,"6.9","11.0",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-05","2.68",,"0.00",,,"0.0","0.0",,"65","82","50",,"  130","  120",,"8.1","10.1",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-06","6.04",,"0.00",,,"0.0","0.0",,"64","81","49",,"  300","  300",,"16.1","19.9","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-07","6.04",,"0.00",,,"0.0","0.0",,"60","61","49",,"  330","  310",,"14.1","18.1",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-08","5.37",,"0.00",,,"0.0","0.0",,"53","64","45",,"  170","  140",,"8.9","12.1","    1",,,,,,,"    1",,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-09","3.80",,"0.00",,,"0.0","0.0",,"58","69","48",,"  320","  320",,"8.9","11.0",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-10","5.14",,"0.11",,,"0.0","0.0",,"59","70","50",,"  220","  210",,"21.9","25.9",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-11","3.80",,"0.05",,,"0.0","0.0",,"60","73","54",,"  310","  280",,"12.1","15.0","    1",,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-12","4.25",,"0.00",,,"0.0","0.0",,"61","74","50",,"  140","  170",,"10.1","13.0",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-13","11.86",,"0.00",,,"0.0","0.0",,"65","73","53",,"  140","  150",,"21.0","25.1",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-14","12.53",,"0.00",,,"0.0","0.0",,"60","66","54",,"  150","  150",,"23.0","27.1",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-15","12.30",,"0.04",,,"0.0","0.0",,"58","64","51",,"  180","  180",,"21.9","30.0",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-16","8.50",,"0.97",,,"0.0","0.0",,"53","55","42",,"  300","  310",,"21.0","25.9","    1",,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-17","5.14",,"0.00",,,"0.0","0.0",,"46","57","40",,"  330","  320",,"14.1","17.0","    1",,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-18","5.82",,"0.00",,,"0.0","0.0",,"50","60","39",,"  320","  320",,"13.0","16.1",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-19","4.92",,"0.22",,,"0.0","0.0",,"52","58","46",,"  150","  120",,"14.1","16.1","    1",,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-20","4.03",,"0.00",,,"0.0","0.0",,"52","64","43",,"  200","  190",,"8.9","14.1",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-21","7.16",,"0.05",,,"0.0","0.0",,"56","64","51",,"  240","  230",,"14.1","17.0","    1",,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-22","4.70",,"0.28",,,"0.0","0.0",,"57","70","50",,"  180","  170",,"19.9","23.9","    1",,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-23","6.71",,"0.25",,,"0.0","0.0",,"58","66","52",,"  300","  290",,"15.0","17.0","    1",,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-24","7.16",,"0.03",,,"0.0","0.0",,"56","59","50",,"  350","  340",,"15.0","19.0",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-25","6.04",,"0.27",,,"0.0","0.0",,"53","57","46",,"  280","  270",,"21.9","28.0","    1",,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-26","5.82",,"0.00",,,"0.0","0.0",,"49","59","42",,"  310","  320",,"16.1","17.0",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-27","4.70",,"0.00",,,"0.0","0.0",,"50","62","40",,"  320","  310",,"13.0","16.1",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-28","5.59",,"0.00",,,"0.0","0.0",,"52","63","43",,"  320","  320",,"13.0","15.0",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-29","4.03",,"0.05",,,"0.0","0.0",,"56","64","50",,"  320","  300",,"12.1","14.1","    1",,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-30","4.47",,"0.00",,,"0.0","0.0",,"56","70","46",,"  320","  310",,"10.1","13.0",,,,,,,,,,,
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-31","6.93",,"0.00",,,"0.0","0.0",,"59","74","48",,"  320","  310",,"16.1","23.0",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-01","9.40",,"0.20",,,"0.0","0.0",,"40","47","37",,"  320","  300",,"21.9","31.1","    1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-02","4.92",,"0.00",,,"0.0","0.0",,"39","44","32",,"  320","  310",,"17.0","21.0",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-03","6.26",,"0.00",,,"0.0","0.0",,"40","50","33",,"  120","  130",,"21.0","27.1",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-04","9.84",,"0.00",,,"0.0","0.0",,"43","47","30",,"  140","  140",,"25.9","35.1",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-05","5.82",,"0.04",,,"0.7","0.0",,"35","39","29",,"  130","  130",,"14.1","18.1","    1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-06","7.61",,"0.02",,,"0.0","0.0",,"33","40","28",,"  110","  120",,"15.0","19.0","    1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-07","11.18",,"0.00",,,"0.0","0.0",,"40","53","34",,"  100","  130",,"18.1","23.9",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-08","6.49",,"0.06",,,"0.1","0.0",,"40","47","32",,"  280","  280",,"19.9","29.1","    1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-09","8.05",,"0.13",,,"1.0","1.2",,"35","38","29",,"  310","  310",,"23.9","33.1","    1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-10","12.97",,"0.00",,,"0.0","0.0",,"30","38","23",,"  110","  120",,"25.9","32.0",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-11","8.28",,"0.15",,,"0.7","0.0",,"35","39","32",,"  130","  140",,"19.9","25.1","    1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-12","10.07",,"0.19",,,"2.5","0.0",,"33","39","31",,"  280","  280",,"25.1","35.1","    1","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-13","10.07",,"0.10",,,"1.8","2.0",,"34","36","30",,"  130","  130",,"21.0","29.1","    1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-14","6.04",,"0.06",,,"2.1","3.1",,"31","39","20",,"  320","  320",,"21.9","30.0","    1","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-15","13.42",,"0.00",,,"0.0","3.9",,"25","37","16",,"  120","  130",,"21.9","29.1",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-16","12.53",,"0.00",,,"0.0","3.1",,"38","48","31",,"  150","  150",,"23.0","34.0",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-17","8.95",,"0.00",,,"0.0","1.2",,"36","40","31",,"  300","  290",,"21.9","30.0",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-18","8.50",,"0.00",,,"0.0","0.0",,"34","42","30",,"  120","  120",,"15.0","19.9",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-19","7.61",,"0.00",,,"0.0","0.0",,"34","41","25",,"  170","  160",,"18.1","28.0",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-20","3.36",,"0.00",,,"0.0","0.0",,"33","40","28",,"  150","  140",,"12.1","17.0",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-21","5.82",,"0.02",,,"0.0","0.0",,"38","48","33",,"  110","  120",,"18.1","23.0","    1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-22","4.92",,"0.00",,,"0.0","0.0",,"37","47","28",,"  120","  110",,"13.0","16.1","    1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-23","5.14",,"0.00",,,"0.0","0.0",,"42","53","38",,"  130","  120",,"12.1","14.1","    1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-24","6.49",,"0.17",,,"0.0","0.0",,"43","49","38",,"  120","  110",,"17.0","23.0","    1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-25","5.14",,"0.02",,,"0.0","0.0",,"39","44","33",,"  120","  120",,"14.1","17.0","    1","    1",,,,,,"    1",,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-26","6.71",,"0.74",,,"0.0","0.0",,"42","46","38",,"  300","  290",,"23.0","29.1","    1","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-27","6.26",,"0.00",,,"0.0","0.0",,"40","49","33",,"  300","  300",,"15.0","19.9","    1","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-28","8.05",,"0.19",,,"0.0","0.0",,"43","47","35",,"  290","  110",,"17.0","23.0","    1",,,,,,,"    1",,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-29","3.58",,"0.07",,,"0.0","0.0",,"38","46","31",,"  320","  350",,"8.9","13.0","    1","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-30","6.71",,"0.13",,,"0.0","0.0",,"39","44","33",,"  140","  130",,"16.1","21.0","    1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-01-31","8.72",,"0.00",,,"0.0","0.0",,"40","50","36",,"  150","  140",,"18.1","21.9",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-01","9.84",,"0.00",,,"0.0","0.0",,"44","52","34",,"  110","  120",,"19.9","23.9",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-02","14.54",,"0.02",,,"0.0","0.0",,"38","39","27",,"  320","  310",,"23.9","32.0","    1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-03","18.79",,"0.00",,,"0.0","0.0",,"30","38","25",,"  310","  330",,"29.1","38.0",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-04","6.71",,"0.00",,,"0.0","0.0",,"27","36","17",,"  310","  320",,"18.1","23.9",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-05","2.91",,"0.37",,,"2.6","0.0",,"31","35","28",,"  110","  340",,"8.1","10.1","    1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-06","3.36",,"0.22",,,"0.0","1.2",,"36","46","32",,"  310","  290",,"13.0","19.0","    1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-07","10.51",,"0.00",,,"0.0","0.0",,"47","56","42",,"  300","  300",,"21.9","28.0",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-08","10.07",,"0.01",,,"0.0","0.0",,"44","47","32",,"  340","  350",,"28.0","36.9",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-09","7.61",,"0.00",,,"0.0","0.0",,"35","46","26",,"  300","  290",,"18.1","25.1",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-10","6.04",,"0.00",,,"0.0","0.0",,"35","47","25",,"  310","  310",,"21.0","28.0",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-11","4.03",,"0.00",,,"0.0","0.0",,"35","49","26",,"  130","  130",,"10.1","14.1",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-12","7.61",,"0.00",,,"0.0","0.0",,"37","49","28",,"  300","  320",,"21.0","29.1",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-13","9.40",,"0.00",,,"0.0","0.0",,"38","53","28",,"  130","  160",,"23.9","36.9",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-14","9.40",,"0.00",,,"0.0","0.0",,"42","48","29",,"  150","  140",,"25.1","36.9",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-15","6.26",,"0.00",,,"0.0","0.0",,"38","45","30",,"   70","  290",,"12.1","16.1",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-16","7.61",,"0.53",,,"0.0","0.0",,"39","45","30",,"  320","  310",,"21.0","27.1","    1",,"    1",,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-17","6.26",,"0.00",,,"0.0","0.0",,"33","41","25",,"  310","  330",,"17.0","21.9",,,,,,,,"    1",,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-18","6.04",,"0.00",,,"0.0","0.0",,"30","41","23",,"  150","  140",,"14.1","16.1",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-19","9.62",,"0.00",,,"0.0","0.0",,"30","40","21",,"  130","  120",,"16.1","21.9",,,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2020-02-20","10.51",,"0.00",,,"0.0","0.0",,"30","45","20",,"  130","  160",,"17.0","23.0",,,,,,,,,,,
